date,commodities_export,commodities_import,mc_debt_securities,mc_m2,mc_m3,mc_eu_m3,manuf_capacity_utilisation,ie_gov_bond_10y,cpi_core,ip_index,stock_cac40,stock_sp500,mc_cons_credit,mc_housing_loans,mc_nfc_capital_credit,mc_nfc_realestate_credit,ie_euribor_1m,ie_euribor_1y,ie_euribor_3m,ie_euribor_6m,ppi_energy,ppi_industry,ppi_intermediate_goods,cpi_all_x_energy,cpi_clothing_footwear,cpi_durables,cpi_health,cpi_nondurables,cpi_rentals_for_housing,cpi_services,cpi_transport,labor_anciennete_moyenne,labor_de_1_a_2_ans,labor_de_2_a_3_ans,labor_de_6_a_12_mois,labor_moins_d_un_an,labor_moins_de_3_mois,building_permit_buildings,building_permit_residental,cpi_total,ie_broad_eff_exr_eu,ie_candollar,ie_franc,ie_mro_monthly,ie_pound,ie_usdollar,ie_yen,indic_business_climate,indic_business_climate_construction,indic_business_climate_manuf,indic_business_climate_services,indic_composite_business_confidence,indic_composite_consumer_confidence,indic_composite_leading_indicator,indic_employment_climate,indic_policy_uncertainty,indic_turnaround,labor_3_ans_ou_plus,labor_de_3_a_6_mois,labor_labor_force,labor_registered_unemp,labor_unemp_flux,labor_unemp_rate,mc_real_m2_proxy,mc_m1,mc_total_reserves,passenger_car_regis,ppi_consumer_goods,ppi_crude_oil_brent_eu,ppi_international_raw_prices,ppi_manuf,prod_capital_goods,prod_cons_goods,prod_cons_goods_x_fbt,prod_construction,prod_durable_cons_goods,prod_elec_etc,prod_energy_x_e,prod_foodbev_services,prod_intermediate_goods,prod_manuf,prod_nondurable_cons_goods,prod_retail,stock_ewq,stock_vstx50_monthly
2004-05,0.007238981143732559,0.01225521446433575,0.015139900641138127,0.006321957749634066,-7.351560558745973e-4,-0.0038629747675056336,0.15000000000000568,0.1468999999999996,0.0013014130324160433,-0.00981394067498087,0.021410840552787747,0.013629592445440153,1.340313486775102e-4,4.5057716770458e-4,-0.0027132561803124844,-111,2058.9477,0.13480000000000025,0.03710000000000013,0.07459999999999978,0.017744993036354018,0.005205247996035389,0.0021849786110816893,0.0015146406738075768,0.0010644241570165747,-0.00188896386176296,0.0010660031625775446,-0.0017652532804754983,8.907443521088965e-5,0.0022755575831716612,0.010241555544668657,-0.3482519270880289,0.005119424676617967,0.011572918235430052,-0.001171741047070185,0.0067751913397842145,0.009152278486599386,0.01132182408925786,0.03780242574343795,0.0028457180792962333,0.01127528723796356,0.013820914670813422,-0.015266480279344019,0,0.009350126837243233,0.020791803039177603,0.04098312191659925,103.4,105.1,104.5,106.5,100.7748,100.1171,99.36787,105,0.017800988819819175,0.8,0.00875003352973458,0.016164054373328796,0,0.0037853011519768387,7133.188082321023,0,-8.980721404903136e-4,0.016264226394595127,-0.051504322022926985,0.06731594012285136,0.0015531582128343047,0.049019920291077934,-0.01588735976231881,0.003489155045885539,-0.016464243287400926,0.007489401607175594,0.02839311930125188,-0.00996860089654028,0.012335682060633957,0.003952244345391875,0.004860232997513592,0.006061294037535525,0.004412938960324908,9.129347979275337e-4,0.009181731804701165,-0.00665532145627612,0.035991067250590536,22.978571428571428
2004-06,-9.460609867169012e-4,0.0038600064730793804,-0.026516660454314334,0.0053973875771688995,0.009792981726265637,0.007280760706066758,-0.12999999999999545,0.043900000000000716,0.0011430371989629151,0.009643503432575251,0.025013893129367304,0.019258299746388374,0.003951363963675902,0.0012536322357856733,8.606759811637943e-4,-173,-2058.9238,0.10699999999999976,0.026799999999999713,0.05250000000000066,0.0023836652798099323,0.0015569301240665467,0.003133590475823844,0.0017260875286071453,-0.006529524675654486,0.0023110296865125335,0.0016131936968362126,-4.110529334280244e-4,-2.636235434403389e-4,0.0020226542997070496,6.818977204661181e-4,0.12341024491104235,0.010707673085891045,0.013771115759576347,0.004641172950968553,0.006851303839635392,0.002880499445286233,-0.0026659471348819963,0.018710557952605456,0.0014238604482699202,1.0677486529875324e-4,-0.01626545539801888,-0.002228194119343996,0,-0.010914507421025121,-0.003531396106177892,-0.012119546863265107,102.9,104.3,105.3,105.3,100.8623,100.1597,99.46635,101.5,-0.1665134370486152,0.9,0.00692260170517045,0.004123400989566761,0,0.002491445166837636,-3072.8915685280226,0,0.004079080076712316,-0.014501671101044167,0.055229109454202785,-0.022078566804424327,0.0013051365575362794,-0.10776580845907535,-0.019767040740776842,0.0018960854817615669,0.0030675858733717476,0.01523818478303518,0.005678377150358571,0.0037347496790403056,0.09399564667746763,-0.009236564490645804,-0.01714557868480515,-0.0030175642456544693,0.00785241907053269,0.0093270833571939,0.012468395246815867,0.02459755415658904,0.02486976573973143,19.31681818181819
2004-07,0.008981394871504733,0.0047458538280551466,0.03884508375757001,0.0017003605261152188,0.006493465906139306,-0.001743258395913827,0.5299999999999869,-0.11899999999999977,0.0028161468442338133,0.004731569868427599,-0.023276326616048948,-0.03365703465441605,-0.00445475493328118,-0.0037656293671002317,0.0016943646811267143,372,-6.999999999997009e-4,2358.5956,0.0032999999999998586,-7.00000000000145e-4,0.006953034680515557,0.0031231625199632518,0.003807121910613276,0.0014825839951129183,0.004903988235781753,-0.006010631390832799,0.0015946639626447379,0.003605842256115821,0.0018369997219913614,0.003720500829606621,-9.90974387776511e-4,2.1404357705129655,0.011729669760656591,0.01998611116560589,-0.006557183328244065,-0.006334632839434917,-0.002345935044143488,-0.04119706279601765,-0.05456486363170576,0.0012794950334518163,0.0037299558350634143,-0.02616067859705329,0.011221412111875884,0,0.002225497896078843,-0.009589227815197554,0.009140694496677426,104.5,106.5,105,106.5,100.8191,100.2528,99.55572999999998,102.6,-0.16106693542870065,0.9,0.008183728955058811,0.008304442865554762,0,3.9484477337836665e-4,-3381.89517102798,0,0.0071795603019708665,0.00444588685832592,0.08403545361548659,0.011901283421687836,4.1506637591925966e-4,0.22181817007314075,0,0.0031550380530509514,0.017565574126133576,-0.026275159787308766,-0.07735341214517977,-0.0077780844242827385,-0.07556317789966904,-0.0035935144588368217,-1.9423621325120877e-4,-0.009905137528670949,-0.009781446661178528,-0.00906974366212765,-0.027029212288743665,-0.014714454463933713,-0.03558067631724304,19.99090909090909
2004-08,-0.04342067533253058,-4.8041315467273193e-4,-0.03258171769411078,0.007387811239530251,0.007217239772517203,-0.0029154082202538234,-0.18999999999999773,-0.1618000000000004,0.00150969850906435,-0.023606416086029647,-0.014587814948306743,0.004036782822739227,0.0016171250002621207,-0.0013319633884911752,3.983498444242173e-4,-108,2074.9245,-2358.698,-0.0016999999999995907,-0.01869999999999994,0.017835956739165937,0.0036126162775493853,0.002537847772583035,6.47155289570378e-5,0.0030081314014527294,0.0038095446910180186,0.0012405065110119295,-0.003117705505122359,-0.001429230272401938,0.0018632423525852815,0.007600132792959791,0.818761358589029,0.0024452968180099788,0.011901103483214825,0.00772220497470677,0.00276125438967334,0.0077433348916766676,0.06883588570271204,0.0799452178954656,0.0012342478912632515,-0.0012772753200032128,0.0023212783722216246,9.078529901797583e-4,0,0.005482420598512228,0.005962750586024357,0.0034249158636869836,104.7,106.4,105.1,105.9,100.7573,100.3556,99.63786,102.3,0.32675036503843913,0.8,0.00527920885676636,-0.0011389801900953955,0,0.0037568216266787857,-620.9827154550003,0,-0.009214305732438532,0.005530311290105061,-0.03415827090252144,-0.042147408324511915,-2.5447225696773046e-4,-0.04110336196789799,-0.014625489218979215,0.0013953550715859464,-0.025692476772469774,-0.0038009789056125953,0.04660886066373138,-0.01430869523388445,-0.02405586097631396,-0.0025698063106709412,-0.002876514569324584,0.006848353157018039,6.820001287488608e-4,-0.00875999328900079,0.0014011568773018013,0.0032762950717311057,0.0029325534212776283,20.286818181818184
2004-09,0.032771226629211725,0.024121108685896786,0.01753286943180754,0.007601292801096449,0.003312426303107685,0.0032936880299025972,0.1700000000000017,4083.8914,0.001166130290988221,0.028897098004198263,0.012862206652973995,0.010772359936883191,-0.0027162939078717585,-0.0028334080719965016,-0.002012857315403238,-274,-2074.9222,2374.698,0.0042999999999997485,0.031200000000000117,0.011325525033476502,0.0017399803064650499,0.002031009173118825,8.855750433998111e-4,-0.001412742338038342,9.216156207632054e-4,0.002373401317824708,-0.004109930359958547,-1.563437399942913e-4,0.0027528307951909525,0.0026060046156448635,2.43970073931996,0.014577057152003192,0.01578034024456798,-0.0026840165983390563,-0.005094387181244997,-0.0038906920233685582,-0.0231218746812365,-0.029839295109036712,9.603961937214578e-4,0.003083960544952191,6.894000251085305,0.006203173160678532,0,0.017591071946479075,0.02430788525356914,-2.2300687696930055e-4,104.6,106.7,105.2,105,100.7182,100.4362,99.71639,101.6,-0.25667612028474185,0.8,0.0038960964631868933,0.0031668553324699644,0.011299555253933224,2.0063279247395371e-4,5643.293744977971,0.09999999999999964,0.006786229346314343,0.005753256979906141,0.011163808580123558,0.04706046020813481,-0.0022128021391427666,0.1823215567939549,-0.020465830592291123,7.666542981086266e-4,0.04704429127589549,0.006323251635424576,0.011946921295246327,0.028764605635255514,0.0718747616544162,0.014987271437838068,0.012197642023681787,0.0074205287632569394,0.0010303288442186087,0.015567264289821026,8.489419455823821e-4,0.013982660817088544,0.03123001819128346,17.41727272727273
2004-10,0.02273190854391771,0.043261644416961786,-0.07362170987247474,0.008143185002047915,0.013473512975709312,2.3913240534056968e-4,-0.11999999999999034,-4084.0276,0.0010134500027332294,-0.004821141291547093,0.018023233840239072,0.015161749528081359,-0.0013059404434514477,0.0017801096366785174,-6.16140771702689e-4,-26,0.008399999999999963,-2374.6839,0.028700000000000614,-0.009700000000000486,0.030842508858897943,0.006162454879135026,0.003141784679686843,8.965268922445091e-4,8.865995593643206e-4,2.055215355483142e-4,0.0010049403586345207,7.0417700762615e-4,0.0018773345078315629,0.0018264164113652726,0.01060954114113688,2.5171728562640396,0.005535094678446484,0.017358737367235477,0.003649485291028043,-0.0047760523712785385,-0.005624553708335256,0.0027819251473024664,0.021337066222367085,0.0027521463732931295,0.01098215895096466,-6.920157151163366,-0.014599746721418116,0,0.014773641664760306,0.026089127815139834,0.01079572744710422,105.4,107.1,104.8,106.4,100.7169,100.4717,99.78337,103.3,0.03360799124398728,1,0.01767092407493287,-6.87810456632576e-4,0,-0.0028962350042114338,-28075.808636764006,0,0.009799749398329283,0.0226849204998274,0.053241213163389034,0.017747495225709287,-0.0010026790373425243,0.008340331916218968,-0.018975901459005406,0.00223606780544916,-0.01658454369729423,-0.0054858276926124105,-9.516105455649182e-4,-8.554104743216939e-4,0.00929968903234446,0.01162038164614998,0.017559112283817235,0.005999814413551796,-0.002346789271658878,-0.0024124892284804744,-0.009525058869339631,-1.032809736551954e-4,0.04847475650241062,17.58333333333332
2004-11,-0.010509365591737208,-0.043098208536012095,0.06601804248925447,0.008213076230648042,0.0020476044987915998,-0.0032089891147677463,0.010000000000005116,-0.11929999999999907,0.001395931350533175,-0.004564506854152661,0.015701036836309967,0.03966442936063608,0.005892733562459895,1.5943315430710925e-4,0.0014246148516470214,183,0.023900000000000254,0.012200000000000433,0.022999999999999687,0.02670000000000039,-0.0016441170826446694,5.295857690077455e-4,0.002600552837970227,9.115034860656124e-4,3.9359933163041205e-4,-4.990144060359469e-4,0.0021047021732440996,-0.0012040828834569695,-7.865592918987474e-4,0.002398539335337624,0.00441363288153962,1.1117345648409582,0.002898446498848628,0.021256977469574778,0.0074778659503031975,0.008353596502416849,-0.0067413569871277446,-0.01806274707455202,-0.012392232170408413,0.0018026861155595597,0.013145729212502566,0.015256751201927099,-0.012166000186713544,0,0.010330581204499312,0.04287688108736079,8.821584046314612e-4,103.4,108.7,103,105.9,100.6966,100.4201,99.82989,103.6,0.6191565158940922,0.8,0.006711515189358863,0.0105551292318804,0.01117330059812538,0.00533850566883487,2132.4866204610444,0.09999999999999964,-0.003186643923143606,0.00174640327310982,0.03684733040609167,0.08948931758849277,-0.0011797409314668883,-0.08512550912033046,-0.025219571332116164,8.40717664323698e-4,-0.021154531808679877,-0.020238083370153426,-0.023841716422562165,0.00603479747996527,-0.1370209595231051,0.005088833756309974,-5.166031568641927e-4,-0.004102162032054935,-0.03352508123240305,-0.029856035713801354,-0.00967070717971108,-0.012251256539048683,0.05181141160626401,15.50681818181818
2004-12,-0.03501252676026212,-0.009635932454685303,0.0252880646791791,0.0024978684618908176,0.0077348788355688924,0.0049382486547653315,2.1599999999999966,-0.20989999999999975,0.001154165205384139,-0.007209961600621817,0.01872027193843806,0.03346249565323767,-0.004154932103739739,-1.2685908718168548e-5,0.004306154327780476,760,0.05690000000000017,-0.027300000000000324,0.0028999999999999027,-0.010800000000000143,-0.009517262221661937,-0.0019741461179378916,0.0016603334351312782,0.0016173582159852984,-1.9531603576705692e-4,-0.0027698519325847215,0.0011553576618252848,-3.5577572173561833e-4,-8.649860701810397e-4,0.002420463789396976,-4.1967008659238303e-4,1.0091923860190377,0.006084251325018997,0.015667235382805345,0.0016564552900621976,-0.003065051633910798,-0.0037727553088604537,0.047357410813089196,0.04038856645518596,0.001284619883485938,0.011131840368843626,0.03919634697840402,0.020627388862360596,0,6.902560163898047,0.024224694770221544,0.0221641889232691,104.8,108.1,103.3,109.5,100.6656,100.3909,99.84428,102.9,-0.44628643948379576,0.9,0.005222693190804151,-0.008473114238888968,-0.01117330059812538,-0.0014423912490801882,19591.549354445946,-0.09999999999999964,0.028976009171319816,-0.01751784866892514,-0.008105167398172242,-0.09072093410501303,-0.0032744527535806256,-0.09106867899554372,-0.011857846450783693,2.7728057254794436e-4,0.028531475877348278,0.029404444511515138,0.05562922313070651,-0.02934667060363161,0.09765988098657186,3.916919910906813e-4,0.004838331826587883,0.00842833861844472,0.03973399361892671,0.032958355799670436,0.022388254506638283,0.01997376553358432,0.021588139973634846,14.99190476190476
2005-01,0.0110918470393635,-0.009394918210848147,-0.018486487380432237,0.00625570215737703,0.008999085329110201,-0.0035002618243353822,-1.8599999999999994,-0.06960000000000033,1.5560414183024562e-4,0.021241718517751806,0.02401020544575161,-0.02467699768006426,3.248709785239612e-4,0.0011150415793608204,-0.0013367602555742764,-292,2108.833,0.011099999999999888,-0.027800000000000047,-0.014500000000000401,7.957067765049786e-4,0.004695669600049079,0.003651841847545967,-0.0013273563448352732,0.0019494444417480494,-0.00815441630450131,0.0047846363766810285,0.0012429086517276033,-3.864498159700247e-5,0.0012720165774515735,-0.009267944365414671,2.5231248709320084,0.0014776804893532614,0.013494740937574079,0.0035898194576855502,-0.0025360484648349058,0.0021131143601440527,0.016276010505980487,0.009127336070154257,-0.002973068534393164,-0.01383033707641168,-0.015284341368889676,0.0028477140466466877,0,-6.902488596793121,-0.043974672079739485,-0.025550030520872014,103.9,107.9,103.2,106.6,100.4457,100.3094,99.82401,103.1,-0.8259887560318653,0.8,0.017841478227454743,-0.013719156339039529,-0.022728251077556383,0.0015694832600008368,-12562.061637314968,-0.20000000000000107,0.0035180062104416265,0.032885097612595615,0.07999973246091763,0.00902651119522524,-0.0022457900101313655,0.09737927014307157,0.13725209640836056,0.0048601700833970085,0.015356553364361147,0.00398379550794381,-0.032404604498121437,0.05096115990762229,0.011821373803904578,-0.031341936994264685,-0.029599170447699663,-0.00628305725217615,0.023252399516523248,0.016992175951954458,0.0054284388872396505,-0.00318141126967042,-0.015615425972423047,14.19142857142857
2005-02,0.003505608482374356,0.027596010733724086,0.03342061284394049,0.002710706125121476,0.007034626755944018,2.0284739553666498e-4,-0.6900000000000119,0.025100000000000122,0.0030848122860493987,-0.014143243177031195,0.028580282217351538,0.020825848531297098,0.002434839123491628,2.364960266341143e-4,-0.006263921324920929,-925,-2108.8961,-0.0020999999999999908,-0.007000000000000117,-0.007399999999999629,0.0180395989743376,-0.0014174229409382733,0.00154098995542018,0.0030374219603386265,-0.0028255773933070216,0.003992285535162843,0.0039551236035269,-5.001501125212471e-4,-3.393953873329636e-4,0.005229724428569504,0.011644743390415435,1.5062421833449662,0.00738621077934809,0.0035472124200364163,6.684710868487542e-4,-0.0014812701913076154,-0.014877851168410672,-0.012862668850585735,-0.05120046989204319,0.004299299853791183,-0.009607425611150688,6.918399240794525,-0.005248675584184903,0,-0.01295080585213887,0.016887667431247533,0.006760257945090942,104.4,107.6,102.9,106.5,100.1114,100.23,99.77935,103.2,0.5385115177236663,0.8,0.009986107733492844,-2.0076914345246166e-4,-0.01156082240107592,0.0010122677436932292,835.2621544720023,-0.09999999999999964,-0.009381615353115436,0.00920208649003662,-0.07056722683464223,0.0052236975496562366,6.54777287786068e-4,0.11890574824764899,0.025664368375906577,-0.004679811852231985,-0.025564009150540024,-0.01589896598631757,-0.020282180756426627,-0.03688389164204331,-0.025923153141062194,0.03631334967131572,0.04733213723999974,-0.00557450413970173,-0.046344204172744874,-0.02960932866735977,-0.015675539139815342,0.0031266313511721933,0.04897244080510976,12413
2005-03,-0.004197804242032532,0.024111332480366343,-0.059059096808990574,0.0018972701658590552,0.003917530544887526,-0.0021125047982657463,-0.23000000000000398,0.14749999999999996,7.230097029644611e-4,-0.014671498525291149,0.010037047648387087,-0.017866713739671525,8.655564506589997e-4,-8.029505824680427e-6,0.0033793165859723473,657,2100.8961,0.024799999999999933,-0.0011999999999998678,0.007199999999999651,0.01986784373317807,0.007821317214541601,0.003820335460501312,0.0016455669476398427,-0.0013136160163380595,-0.0025651868969625014,-7.833065303257669e-4,-1.976886416441559e-4,3.8568107463543555e-4,0.001798259596568208,0.006115927271009625,0.9367456779739882,0.0031331922376462984,0.001429551329927392,-0.0026088285499543673,-2.860266437494374e-4,-0.007273118604702589,0.011293449073114914,0.019362639422651817,0.00364664508322754,0.008151367111571162,-6.945356740795267,0.006088496041181224,0,0.0038349986582476014,-0.022349429537411758,0.016559315126997376,104.5,107.3,99.4,108.5,99.73344,100.0559,99.72599,105.7,-0.06421627124356544,0.8,0.00845802852425237,0.0010957696564659614,0,0.001694655022603797,-3365.1754027649877,0,0.005013434051470256,6.287267411444475e-4,-0.050968675664393004,0.03364177084564801,1.5866872702208212e-4,0.05981463427413125,0.0167508104248153,0.0037286106334608604,-0.01370843492822793,-0.028577766189926912,-0.03638228442766511,3.854791707773586e-4,-0.017457452033886156,-0.02641696682150485,-0.03493684055185842,0.009876685139228236,-0.008339202643649735,-0.015157524546597578,-0.04125811373502053,0.0017754772010896147,-0.020872458170441366,13.324545454545454
2005-04,-0.0029598195165441155,-0.008211612478881136,0.019095350889450913,0.010318420428546915,0.006527059624550802,0.004862259969149463,-0.18999999999998352,-0.2070000000000003,4.879167208642343e-4,0.011569575661503073,-0.03687802024924203,-0.01914759256358778,-0.009570515513635414,-1.3295914205535553e-4,-4.0234341444644883e-4,-182,-2100.8953,-0.06969999999999921,0,-0.019600000000000062,0.008576169186595095,1.9061076276649658e-4,-7.368805978282822e-4,5.440300847014967e-4,0.0021783838113895726,-5.223554007312003e-4,0.002727877520055877,-0.0010012559386991526,6.780226718525739e-4,0.0013143261052865896,0.00439205517113006,-0.8769806326170055,-7.274895641309342e-4,-0.0062645888783912085,-0.010171684789979096,0.0027406526291287037,0.022814102683799575,-7.810877046425801e-4,0.004641029231004623,1.9668267082018076e-4,-0.007941525541186323,0.028440904685888002,-0.007258619037591507,0,-0.01367035526051924,-5.401026326271041e-4,7.202794687444225e-5,103.6,107.9,96.5,108.3,99.50834,99.72186,99.68183,103.3,0.004490043377558095,0.9,0.00886596714415866,-0.00908554022933572,0.01156082240107592,0.0011348289430905822,17484.14089512499,0.09999999999999964,0.010642105509287347,0.007391106692987037,0.07208456323317058,-0.0030677816629847143,7.059142565699617e-4,-0.05028508032355683,0.004971012722020163,-6.520436395724971e-4,0.02445967957958306,0.03297060760392867,0.11249216336218204,0.019160378552740553,0.045955134215052595,0.0023816800685256823,0.0016222147615634341,-0.004199700497764525,0.02225476425442352,0.026337842440839587,0.05211439134192375,-0.005003419039177004,-0.034072696635880195,14.6205
2005-05,0.004329300933640923,-0.008169345580391507,-0.025737531898789356,0.004374173254108271,0.0167468003694502,-7.20884339886041e-4,0.19999999999998863,3369.4608,0.0010351200584208797,-6.272303432570681e-4,0.06790378523954566,0.031322682787873646,0.015282988428891642,0.0014982975043906777,0.0030434480282828247,403,-5.999999999994898e-4,-0.07180000000000053,-0.011600000000000055,-0.028099999999999348,-0.02216781194443751,-0.004213048281917153,-0.001669394143811509,7.337583158770755e-4,2.783813931612755e-4,-0.0025255526210461454,0.0018657092938605402,-3.6481371387075967e-4,-3.009669784574953e-4,0.0023342896524258805,-0.0062507096755402,-0.6841159406429824,-3.162479985157063e-4,-0.0017313239510308165,-0.0017549677006289954,0.00906502454850866,0.01980250472499101,0.030609409077206884,0.01406045256755295,-4.658616878518984e-4,-0.011394932327265295,-0.04161750571674144,-1.3009822434290053e-4,0,0.001550932333240107,-0.04951976575828035,-0.025310420795890742,100.9,107.7,96.8,106.4,99.48974,99.49769000000002,99.67371,103.8,0.2205889165345134,0.8,0.009660599388599422,-0.009613296526449489,0.011428695823623158,0.002827470640413665,1495.8984504729742,0.10000000000000142,-0.0072783441757433565,-0.0016296784327511915,-0.06742790332115867,-0.036101487789757414,-0.0013228481594387276,-0.02622510417734203,0.004946423935325406,-0.001746364957087465,0.02637576288891097,0.0084045520932019,-0.07175855954547572,0.00831482575026854,-0.019424266819221714,0.017782497743297654,0.00996542381234189,0.007019851408110789,0.01477211587917271,0.014298772645151558,0.0012506775172527185,0.014683737290107857,0.019072415376387486,13.697727272727272
2005-06,0.011254342637531778,-0.02152409383193188,0.04011151613419628,0.005735717216889924,0.006068161595871757,0.003966632697945727,-0.22999999999998977,-3369.8013,9.317841343765565e-4,-4.143617285743417e-4,0.030971136179456238,0.0014183826987359538,-0.0060600202985359175,5.431515531544306e-4,-0.002621884741222047,-446,-1.9999999999997797e-4,-0.09050000000000002,2108.8744,-0.037200000000000344,0.0435673739362441,0.008608855207241639,-0.001511781442824045,1.8811202338930855e-4,6.325976230492358e-4,-0.002158328848406832,0.001643133160530219,-9.448001513900905e-4,-4.1440022986449776e-4,0.0016612918282499223,0.007190138785414746,2.52413511125701,-0.0043661796442808765,-5.75529986326373e-4,-0.009706154476699425,-0.01317934220534056,-0.01670213138053711,0.04030293155036713,0.09029921822479903,0.0020203961210709664,-0.0273223406408567,-0.0414768136364605,0.008227833012316166,0,-0.02223397871300975,-0.01957233997118199,-0.023544568292263257,102,109.5,98.9,108.6,99.66011,99.59827,99.7136,103,-0.0887965515871203,1,0.007666133922199947,-0.007798278702946249,0.011299555253933224,-0.00848930891491051,-14180.509080072981,0.09999999999999964,0.015782578921264445,0.012728366668932622,-0.04031558115571876,-0.019323581488364994,0.0032601503473781435,0.11593323026077007,0.04345011692652445,0.0019278668604298943,-0.027319091720788613,-0.018230513566826367,0.00935703578851399,0.0037386241484993477,-0.03272737915334023,7.458758219511807e-4,3.7821566198115164e-4,0.008298458200926895,-0.026630722857035494,-0.025184724208473952,-0.013350499242638314,-0.0037428684129690026,0.009193545739853093,13.028636363636364
2005-07,0.020254397848439964,0.04497796290851497,-0.04740311512883366,0.006118647168886326,0.013587546439874032,-0.0011725674785161289,-0.5100000000000051,3269.8013,-4.765153940340383e-4,-0.007997698620425098,0.05130774825220996,0.03651369299233487,-0.0018638094181646636,-7.250964385470127e-4,-7.98817254423767e-5,211,0.0024999999999995026,2165.8972,-2108.8806,0.02760000000000007,0.02052904625410701,4.935151103619972e-4,-0.001597299873529856,-4.358679796965248e-4,-0.0012426821115223419,-0.0012733432889193708,7.268794825314728e-4,-0.001902181108160761,1.600473313096984e-4,0.0014496679668285495,0.006375883044943187,1.8934143127460175,-0.008372598228934436,4.459994939551848e-4,-0.007084139224287966,-0.0064026806760537625,-0.01286013962924848,-0.05032865552119503,-0.07946189194120468,0.0017052228816911708,9.809799685802645e-4,-0.0029573889010089394,0.006944025845502966,0,0.027439779540327724,8.269588592679789e-5,0.01895400788367496,101.7,110.2,100,107.9,99.83018,99.68402,99.78932,103.5,0.015966883300514212,0.9,0.013661687624466623,0.021113220440714286,0,-0.00945631745473996,1660.4373114039772,0,0.017179307852263292,0.020911513951711314,-0.05664040718781571,-0.022309930823602997,-0.001754827863663877,0.07664655152674804,0.01096330479726948,-0.0024081542540805856,-0.016701521180436885,-0.02069593656354929,-0.02575053345174716,0.012051318345695172,-0.013291907616512333,-0.023499371570097516,-0.016340912475559577,0.003251384182624939,-0.013107827381264592,-0.014158388098766572,-0.0245255041440835,-0.0057791464328706965,0.048314652985959494,13.459047619047624
2005-08,0.024306503233542998,0.027033797986099728,0.037761809254384104,0.005805486760992906,6.271616306516847e-4,-0.005035189141658236,2.1799999999999926,-3269.7047,0.0023939739928273696,0.002216406847063368,-0.011834975556507032,-0.009165943140439836,0.004231050422113469,-4.754164841482833e-4,0.0011128089239260675,-43,0.006199999999999761,-2165.7771,0.013100000000000112,0.02499999999999991,0.017545917331045047,0.00926131535959307,0.0011938316542305927,0.002190506022588856,6.40159888105174e-4,1.5472786062264987e-4,-2.800101710853653e-5,-1.1639353310144429e-4,4.520027966057327e-4,0.002650838819475254,0.009288965956526063,1.1816519081280035,-0.003976484940071856,-0.014746341419591857,-0.009949382442581367,-0.005165206363592745,-0.001683464662063372,0.02054630687595882,0.007672599679104053,0.0025902620862181536,0.0053240740745534865,-0.020675382834583533,-0.007847718135250425,0,-0.003336177274665564,0.008645231071126136,0.009086606309207212,101.6,109.8,99.5,107.5,99.87723,99.82014,99.89799,103.9,0.048121162836975984,0.9,0.0043229882057538305,0.00924148839545147,0.01117330059812538,-0.00870554728002837,15711.593427798012,0.09999999999999964,-0.014180876547452925,0.0017118351228671003,0.031213010171027733,0.04821061580482855,-0.001469655065850617,0.11119921770643781,-0.007818648117797977,0.008850680479575601,-0.02080431061410959,0.024709421368267037,0.05686282181082447,0.005037204032538156,0.01618496729734975,0.02403474643543735,0.016414823883751595,-0.003759057204963945,0.01076041406017314,0.006403386569455272,0.02658215366993577,0.01002724280073064,0.01338602665012889,14.605652173913043
2005-09,0.014304214778132263,0.01207281427004503,-0.03425738820770974,-2.2446481422022657e-5,0.0053155704633987,0.0038178101556241018,-1.6899999999999977,-0.1636000000000002,0.002515833850959659,0.0301920196585872,0.04460295823697358,0.00806669213086586,-0.003932661930823755,-6.434190134001483e-4,-5.183815164926386e-4,-100,0.0026000000000001577,-0.0034000000000000696,0.006600000000000161,0.007099999999999884,0.03577780997290336,0.001135687838347721,9.359864034932386e-4,0.001626021391250454,-6.341454575702343e-4,-9.655061513749175e-4,9.411957535618853e-4,-0.0019179399583428847,-1.0676852006241688e-4,0.0033287284716472243,0.015944338390790236,0.8294934145019965,-0.01169459378198745,-0.0033378487654545097,-0.005613357641859551,-0.004147024351318862,0.0049416584408792374,0.044215578649033915,0.02717707222850496,0.0043056068463727115,-0.0052151356791085846,-0.03418120632771027,0.004895970612206757,0,-0.011255777847445803,-0.012871464832008378,5.881488186005868e-4,100.8,110,98.8,107.2,99.9155,99.77045,100.0298,104,0.08315619551381204,1,0.008559940979820269,-0.0071739239498107565,0,-0.00684459440340035,-1411.313214468013,0,-0.003073152969548687,-0.004107394041971801,-0.04295218460155681,0.036602440499772015,0.0023100857481654913,-0.07941914963125818,0.003134798805371375,-0.007042012329049996,0.08025136680246714,0.013680525681629696,-0.028339640895652884,-0.006250237391735247,0.021289559191903784,-0.0031223383006322436,-1.3018599568237477e-4,-0.0013747807573984971,0.020441396009536206,0.027621318229942737,0.01444814479048695,-0.007470663957423795,0.015137102532793545,14.86409090909091
